ano_eje,sec_ejec,mes_calend,tipo_bien,nro_orden,fecha_orden,nro_ruc,nombre_prov,tipo_proceso,descripcion,descripcion_abreviada,nro_proc_sel,concepto,exp_siaf,fuente_financ,clasificador,nombre_clasificador,total_fact_moneda,fase_orden
2026,1028,3,B,4,2026-03-03,20609033704,GENARITA SERVICE E.I.R.L.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE MATERIAL IMPRESO PARA EL DESARROLLO,575,18,2.3. 1 99. 1  3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",22950.0,Compromiso
2026,1028,3,B,5,2026-03-03,10089501372,SANCHEZ VILLANUEVA DANIEL,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE SOUVENIRS PARA EL DESARROLLO,576,18,2.3. 1  2. 1  1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",19250.0,Compromiso
2026,1028,3,B,5,2026-03-03,10089501372,SANCHEZ VILLANUEVA DANIEL,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE SOUVENIRS PARA EL DESARROLLO,576,18,2.3. 1 99. 1 99,OTROS BIENES,7500.0,Compromiso
2026,1028,3,B,6,2026-03-03,20606535679,REPRESENTACIONES AYLLU E.I.R.L.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE SÍMBOLOS Y DISTINTIVOS PARA EL DESARROLLO,577,18,2.3. 1  2. 1  1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",7000.0,Compromiso
2026,1028,3,B,6,2026-03-03,20606535679,REPRESENTACIONES AYLLU E.I.R.L.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE SÍMBOLOS Y DISTINTIVOS PARA EL DESARROLLO,577,18,2.3. 1 99. 1 99,OTROS BIENES,1700.0,Compromiso
2026,1028,3,B,6,2026-03-03,20606535679,REPRESENTACIONES AYLLU E.I.R.L.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE SÍMBOLOS Y DISTINTIVOS PARA EL DESARROLLO,577,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",3000.0,Compromiso
2026,1028,3,B,6,2026-03-03,20606535679,REPRESENTACIONES AYLLU E.I.R.L.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE SÍMBOLOS Y DISTINTIVOS PARA EL DESARROLLO,577,18,2.3. 1 99. 1  4,"SIMBOLOS, DISTINTIVOS Y CONDECORACIONES",2800.0,Compromiso
2026,1028,3,B,6,2026-03-03,20606535679,REPRESENTACIONES AYLLU E.I.R.L.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE SÍMBOLOS Y DISTINTIVOS PARA EL DESARROLLO,577,18,2.3. 1 99. 1  3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",2000.0,Compromiso
2026,1028,3,B,7,2026-03-03,20608626558,SUMEZ SERVICIOS GENERALES S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE ALIMENTOS Y BEBIDAS PARA EL DESARROLLO,578,18,2.3. 1  1. 1  1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,36000.0,Compromiso
2026,1028,3,B,7,2026-03-03,20608626558,SUMEZ SERVICIOS GENERALES S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE ALIMENTOS Y BEBIDAS PARA EL DESARROLLO,578,18,2.3. 1  5. 3  2,"DE COCINA, COMEDOR Y CAFETERIA",4500.0,Compromiso
2026,1028,3,B,8,2026-03-03,20604589160,INVERSIONES MORALES JHON & MARLENE S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE KIT ACADÉMICO PARA FORO PARA EL DESARROLLO,579,18,2.3. 1  2. 1  1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",6000.0,Compromiso
2026,1028,3,B,8,2026-03-03,20604589160,INVERSIONES MORALES JHON & MARLENE S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE KIT ACADÉMICO PARA FORO PARA EL DESARROLLO,579,18,2.3. 1 99. 1  3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",1250.0,Compromiso
2026,1028,3,B,8,2026-03-03,20604589160,INVERSIONES MORALES JHON & MARLENE S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE KIT ACADÉMICO PARA FORO PARA EL DESARROLLO,579,18,2.3. 1  5. 3  2,"DE COCINA, COMEDOR Y CAFETERIA",5600.0,Compromiso
2026,1028,3,B,8,2026-03-03,20604589160,INVERSIONES MORALES JHON & MARLENE S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE KIT ACADÉMICO PARA FORO PARA EL DESARROLLO,579,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",16400.0,Compromiso
2026,1028,3,B,9,2026-03-03,10775056601,HUAMAN GOMEZ KATTY PAOLA,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE BOLSO DE DRILL TIPO MORRAL PARA EL DESARROLLO DE LA.SEMANA DE ACCIONES EN CONMEMORAC,580,18,2.3. 1  2. 1  1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",40000.0,Compromiso
2026,1028,3,B,10,2026-03-03,20604874158,LOGISTICA & SERVICIOS ISASOL S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE TOMATODO DE ALUMINIO PARA EL DESARROLLO DE LA.SEMANA DE ACCIONES EN CONMEMORACIÓN DE,581,18,2.3. 1  5. 3  2,"DE COCINA, COMEDOR Y CAFETERIA",41250.0,Compromiso
2026,1028,3,B,11,2026-03-04,20603339542,CONVERSION INDUSTRIA PAPEL Y SEGURIDAD E.I.R.L.,106,CONTRATO MENOR,CM,,ADQUISICION DE HOJAS DE PAPEL SINTETICO MICROPOROSO Y LAMINAS DE SEGURIDAD PARA LA ACTIVIDAD OPERATI,590,9,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",43961.4,Compromiso
2026,1028,3,B,12,2026-03-05,10732138281,VEGA GARAY LUIS RICARDO,106,CONTRATO MENOR,CM,,ADQUISICION DE GIGANTOGRAFIAS,776,18,2.3. 1 99. 1  3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",8000.0,Compromiso
2026,1028,3,B,13,2026-03-05,20607848204,SKUNA ASOCIADOS S.A.C.,106,CONTRATO MENOR,CM,,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,775,18,2.3. 1  1. 1  1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,2250.0,Compromiso
2026,1028,3,B,14,2026-03-05,10464408784,NAVARRO SKUTERUD FRANK JOHNNY,106,CONTRATO MENOR,CM,,"ADQUISICIÓN DE TOALLAS FELPA,",774,18,2.3. 1  5. 3  1,"ASEO, LIMPIEZA Y TOCADOR",4500.0,Compromiso
2026,1028,3,B,15,2026-03-06,10732138281,VEGA GARAY LUIS RICARDO,106,CONTRATO MENOR,CM,,ADQUISICION DE BOLSA NOTEX,868,18,2.3. 1  2. 1  2,TEXTILES Y ACABADOS TEXTILES,3000.0,Compromiso
2026,1028,3,B,16,2026-03-06,10464408784,NAVARRO SKUTERUD FRANK JOHNNY,106,CONTRATO MENOR,CM,,ADQUISICION DE TOMATODOS,869,18,2.3. 1 99. 1 99,OTROS BIENES,5400.0,Compromiso
2026,1028,3,B,17,2026-03-09,20613450328,CADEL SERVICE SOCIEDAD ANONIMA CERRADA,106,CONTRATO MENOR,CM,,ADQUISICON DE ALFOMBRA DE ALTO TRANSITO,918,18,2.3. 1  2. 1  2,TEXTILES Y ACABADOS TEXTILES,2500.0,Compromiso
2026,1028,3,B,19,2026-03-09,10732138281,VEGA GARAY LUIS RICARDO,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE PUBLICIDAD (GIGANTOGRAFIAS Y MEDALLAS DE METAL),917,18,2.3. 1 99. 1  3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",250.0,Compromiso
2026,1028,3,B,19,2026-03-09,10732138281,VEGA GARAY LUIS RICARDO,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE PUBLICIDAD (GIGANTOGRAFIAS Y MEDALLAS DE METAL),917,18,2.3. 1 99. 1  4,"SIMBOLOS, DISTINTIVOS Y CONDECORACIONES",500.0,Compromiso
2026,1028,3,B,20,2026-03-09,10104587416,QUESQUEN CASTILLEJO JUAN FERNANDO,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE LENTES Y GORROS DE LATEX DE NATACIÓN,916,18,2.3. 1 99. 1 99,OTROS BIENES,13500.0,Compromiso
2026,1028,3,B,21,2026-03-12,20131191040,CORPORACION DE SERVICENTROS S.A.C.,27,ADJUDICACION SIMPLIFICADA,AS,0041-2024-GORE-CALLAO,ADQUISICIÓN DEL SUMINISTRO DE COMBUSTIBLE GASOHOL REGULAR,1509,18,2.3. 1  3. 1  1,COMBUSTIBLES Y CARBURANTES,37589.84,Compromiso
2026,1028,3,B,22,2026-03-13,20565643496,GLOBAL FUEL S.A.,27,ADJUDICACION SIMPLIFICADA,AS,0040-2024-GORE-CALLAO,ADQUISICIÓN DEL SUMINISTRO DE COMBUSTIBLE DIESEL B5 S50,1510,18,2.3. 1  3. 1  1,COMBUSTIBLES Y CARBURANTES,608229.49,Compromiso
2026,1028,3,B,23,2026-03-19,10464408784,NAVARRO SKUTERUD FRANK JOHNNY,106,CONTRATO MENOR,CM,,"ADQUISICIÓN DE LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",1920,18,2.3. 1 99. 1  3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",5850.0,Compromiso
2026,1028,3,B,24,2026-03-19,20606040726,EDMIN CALLAO S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICION DE MASCARILLA DESCARTABLE QUIRURGICA 03 PLIEGUES,1919,18,2.3. 1  8. 2  1,"MATERIAL, INSUMOS, INSTRUMENTAL Y ACCESORIOS  MEDICOS, QUIRURGICOS, ODONTOLOGICOS Y DE LABORATORIO",2600.0,Compromiso
2026,1028,3,B,25,2026-03-19,20613943081,CONSORCIO HERMANOS M&M SAC,106,CONTRATO MENOR,CM,,"ADQUISICION DE GUANTE ANTICORTE, PARA LA ACCIÓN DE ?SENSIBILIZACIÓN DEL USO ADECUADO DE PLAYAS EN EL",1917,18,2.3. 1  6. 1  4,DE SEGURIDAD,3200.0,Compromiso
2026,1028,3,B,26,2026-03-19,20606040726,EDMIN CALLAO S.A.C.,106,CONTRATO MENOR,CM,,"ADQUISICION DE ASEO, LIMPIEZA Y TOCADOR, PARA LA ACCIÓN DE ?SENSIBILIZACIÓN DEL USO ADECUADO DE PLAY",1911,18,2.3. 1  5. 3  1,"ASEO, LIMPIEZA Y TOCADOR",42200.0,Compromiso
2026,1028,3,B,27,2026-03-19,10104587416,QUESQUEN CASTILLEJO JUAN FERNANDO,106,CONTRATO MENOR,CM,,"ADQUISICIÓN DE VESTUARIO,ACCESORIO Y PRENDAS DIVERSAS, PARA LA ACCIÓN.DE ?SENSIBILIZACIÓN DEL USO A",1910,18,2.3. 1  2. 1  1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",5050.0,Compromiso
2026,1028,3,B,28,2026-03-20,20606482745,COMERCIAL ISAMAR STORE SOCIEDAD ANONIMA CERRADA,106,CONTRATO MENOR,CM,,ADQUISICION TEXTILES,2079,18,2.3. 1  2. 1  2,TEXTILES Y ACABADOS TEXTILES,2500.0,Compromiso
2026,1028,3,B,28,2026-03-20,20606482745,COMERCIAL ISAMAR STORE SOCIEDAD ANONIMA CERRADA,106,CONTRATO MENOR,CM,,ADQUISICION TEXTILES,2079,18,2.3. 1  2. 1  1,"VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS",840.0,Compromiso
2026,1028,3,B,29,2026-03-20,10615311974,CASTRO ALMENDARIZ MARIA ALEJANDRA,106,CONTRATO MENOR,CM,,ADQUISICION DE BIENES DIVERSOS Y SOUVENIRS,2080,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",3700.0,Compromiso
2026,1028,3,B,29,2026-03-20,10615311974,CASTRO ALMENDARIZ MARIA ALEJANDRA,106,CONTRATO MENOR,CM,,ADQUISICION DE BIENES DIVERSOS Y SOUVENIRS,2080,18,2.3. 1 99. 1 99,OTROS BIENES,1000.0,Compromiso
2026,1028,3,B,29,2026-03-20,10615311974,CASTRO ALMENDARIZ MARIA ALEJANDRA,106,CONTRATO MENOR,CM,,ADQUISICION DE BIENES DIVERSOS Y SOUVENIRS,2080,18,2.3. 1  1. 1  1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,1500.0,Compromiso
2026,1028,3,B,29,2026-03-20,10615311974,CASTRO ALMENDARIZ MARIA ALEJANDRA,106,CONTRATO MENOR,CM,,ADQUISICION DE BIENES DIVERSOS Y SOUVENIRS,2080,18,2.3. 1 99. 1  3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",3725.0,Compromiso
2026,1028,3,B,29,2026-03-20,10615311974,CASTRO ALMENDARIZ MARIA ALEJANDRA,106,CONTRATO MENOR,CM,,ADQUISICION DE BIENES DIVERSOS Y SOUVENIRS,2080,18,2.3. 1  7. 1  1,ENSERES,450.0,Compromiso
2026,1028,3,B,29,2026-03-20,10615311974,CASTRO ALMENDARIZ MARIA ALEJANDRA,106,CONTRATO MENOR,CM,,ADQUISICION DE BIENES DIVERSOS Y SOUVENIRS,2080,18,2.3. 1 99. 1  4,"SIMBOLOS, DISTINTIVOS Y CONDECORACIONES",6350.0,Compromiso
2026,1028,3,B,30,2026-03-20,10429709984,SAYAGO SALAZAR CLAUDIA YOLANDA,106,CONTRATO MENOR,CM,,"ADQUISICION DE PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",2087,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",1440.0,Compromiso
2026,1028,3,B,31,2026-03-23,20604922128,OPERADORA CANTOLAO SAC,106,CONTRATO MENOR,CM,,ADQUISICIÓN DEL SUMINISTRO DE GAS NATURAL VEHICULAR (GNV) PARA LOS FURGONES DE LA FLOTA VEHICULAR DEL GOBIERNO REGIONAL DEL CALLAO - CORRESPONDIENTE AL EJERCICIO FISCAL AÑO 2026 - SEGÚN CONTRATO N° 001-2025-OL-GRC,2141,18,2.3. 1  3. 1  2,GASES,12960.0,Compromiso
2026,1028,3,B,32,2026-03-24,20613933434,PRODUCCIONES VEGA S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICION DE MATERIAL IMPRESO,2148,18,2.3. 1 99. 1  3,"LIBROS, DIARIOS, REVISTAS Y OTROS BIENES IMPRESOS NO VINCULADOS A ENSEÑANZA",4900.0,Compromiso
2026,1028,3,B,33,2026-03-24,20607848204,SKUNA ASOCIADOS S.A.C.,106,CONTRATO MENOR,CM,,ADQUISICIÓN DE ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,2149,18,2.3. 1  1. 1  1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,5150.0,Compromiso
2026,1028,3,B,34,2026-03-24,20615121879,COMERCIAL ISASHOP S.A.C,106,CONTRATO MENOR,CM,,ADQUISICION DE SOUVENIR,2150,18,2.3. 1 99. 1 99,OTROS BIENES,3600.0,Compromiso
2026,1028,3,B,35,2026-03-24,20610601082,MPC FULL IMPORT E.I.R.L,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0001-2026-GORE-CALLAO,ADQUISICIÓN DE TÓNER PARA IMPRESORA MULTIFUNCIONAL DE LA GERENCIA DE ASESORÍA JURÍDICA,2155,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",9636.59,Compromiso
2026,1028,3,B,36,2026-03-26,20610601082,MPC FULL IMPORT E.I.R.L,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0002-2026-GORE-CALLAO,ADQUISICIÓN DE TÓNER PARA IMPRESORAS HP LASERJET MFP E62655 DE LA SECRETARÍA DEL CONSEJO REGIONAL,2207,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",7844.64,Compromiso
2026,1028,3,B,37,2026-03-27,20613206711,FAWRE INVERSIONES Y REPRESENTACIONES DE MARCA S.A.C.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0003-2026-GORE-CALLAO,ADQUISICION DE CAJAS DE AGUA - OFICINA DE AGRICULTURA Y PRODUCCION PARA LA ADMINISTRACIÓN DEL DESEMBARCADERO PESQUERO ARTESANAL DEL CALLAO (DPA)?,2291,18,2.3. 1  1. 1  1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,1448.45,Compromiso
2026,1028,3,B,38,2026-03-27,20613206711,FAWRE INVERSIONES Y REPRESENTACIONES DE MARCA S.A.C.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0004-2026-GORE-CALLAO,ADQUISICION DE AGUA EN CAJA X 20 L -  OFICINA DE PROGRAMACIÓN MULTIANUAL DE INVERSIONES.,2292,18,2.3. 1  1. 1  1,ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO,1448.45,Compromiso
2026,1028,3,B,39,2026-03-27,20549582347,DISIDEL S.A.C.,106,CONTRATO MENOR,CM,,ETIQUETAS AUTOAHESIVAS DE POLIESTER,2290,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",1050.0,Compromiso
2026,1028,3,B,40,2026-03-27,20549582347,DISIDEL S.A.C.,106,CONTRATO MENOR,CM,,CINTA DE RESINA 60 MM X 300 MTS,2289,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",570.0,Compromiso
2026,1028,3,B,41,2026-03-27,20603265042,J. MORA IMPORT EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0005-2023-GORE-CALLAO,ADQUISICIÓN DE DOS (02) EQUIPOS DE AIRE ACONDICIONADO SPLIT 60 000 BTU PARA LA GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTIÓN DEL MEDIO AMBIENTE,2293,18,2.6. 3  2. 9  1,AIRE ACONDICIONADO Y REFRIGERACION,11800.47,Compromiso
2026,1028,3,B,42,2026-03-31,20563626578,GRUPO EMPRESARIAL HEVASUD S.A.C.,90,LICITACIÓN PÚBLICA ABREVIADA,LP,0003-2025-GORE-CALLAO,"ADQUISICIÓN DE AULA DE PSICOMOTRICIDAD, LABORATORIO Y/O TALLER, EQUIPO DE OTROS ACTIVOS",2536,18,2.6. 3  2. 2  2,MOBILIARIO,7056.0,Compromiso
2026,1028,3,B,42,2026-03-31,20563626578,GRUPO EMPRESARIAL HEVASUD S.A.C.,90,LICITACIÓN PÚBLICA ABREVIADA,LP,0003-2025-GORE-CALLAO,"ADQUISICIÓN DE AULA DE PSICOMOTRICIDAD, LABORATORIO Y/O TALLER, EQUIPO DE OTROS ACTIVOS",2536,18,2.6. 3  2. 2  1,MAQUINAS Y EQUIPOS,225990.0,Compromiso
2026,1028,3,B,42,2026-03-31,20563626578,GRUPO EMPRESARIAL HEVASUD S.A.C.,90,LICITACIÓN PÚBLICA ABREVIADA,LP,0003-2025-GORE-CALLAO,"ADQUISICIÓN DE AULA DE PSICOMOTRICIDAD, LABORATORIO Y/O TALLER, EQUIPO DE OTROS ACTIVOS",2536,18,2.6. 7  1. 6  2,GASTOS POR LA COMPRA DE BIENES,26454.0,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",674.02,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",4814.38,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",192.58,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",4747.0,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",1251.74,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",2599.78,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",770.3,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",1155.46,Compromiso
2026,1028,4,B,43,2026-04-07,20100049181,TAI LOY S.A.,26,CONTRATACION POR CATALOGO ELECTRONICO,CCE,0006-2026-GORE-CALLAO,PAPEL BOND 80 GR - COMPRA CORPORATIVA OBLIGATORIA APROBADA MEDIANTE R.D. N.° 0039-2025-EF/5,2560,18,2.3. 1  5. 1  2,"PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA",1925.76,Compromiso
